ES_ID,Brand_Name,Model_Number,Additional_Model_Information,Type,Product_Class,Defrost_Type,Compact,Built-in,Height_Inches,Width_Inches,Capacity_Volume,Adjusted_Volume,Estimated_Annual_Energy_Use,US_Federal_Standard_Energy_Use,Date_Available,Date_Certified,Markets,CB_Model_Identifier,
2237334,Gaggenau,RC262701TW,,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,83.7,24,13.3,13.3,283,335,11/25/2015,4/1/2014,"United States, Canada",ES_0031649_RC262701TW_03262015042833_70026993,No
2219296,Gaggenau,RC462701,,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,83.7,24,13.3,13.3,283,335,10/15/2014,9/10/2014,"United States, Canada",ES_0031649_RC462701_06182014123847_2737291,No
2303335,Gaggenau,RC462704,",,Network Communication",Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,83.7,24,13,13,264,333,9/1/2017,5/4/2017,"United States, Canada",ES_0031649_RC462704_05082017020339_70129737,No
2219298,Gaggenau,RC472701,,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,83.7,30,17.2,17.2,310,366,10/15/2014,9/10/2014,"United States, Canada",ES_0031649_RC472701_06182014123847_2737291,No
2303337,Gaggenau,RC472704,",,Network Communication",Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,83.7,30,16.8,16.8,289,363,9/1/2017,5/4/2017,"United States, Canada",ES_0031649_RC472704_05082017020339_70129737,No
2303397,Gaggenau,RC492704,",,Network Communication",Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,83.7,36,20.6,20.6,313,394,9/1/2017,5/4/2017,"United States, Canada",ES_0031649_RC492704_05082017020339_70129737,No
2219305,Gaggenau,RY492701,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,83.7,36,19.9,24.3,590,649,10/15/2014,9/10/2014,"United States, Canada",ES_0031649_RY492701_06182014123847_2737291,No
2237335,Gaggenau,RY492701TW,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,83.7,36,19.9,24.3,590,649,11/25/2015,4/1/2014,"United States, Canada",ES_0031649_RY492701TW_03262015042833_70026993,No
2303403,Gaggenau,RY492704,",,Network Communication",Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,83.7,36,19.4,23.6,585,643,9/1/2017,8/24/2017,"United States, Canada",ES_0031649_RY492704_08292017124701_70141391,No
2298478,Galanz,BC-127RB-A62H,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,31.7,19.9,4.3,4.3,268,291,10/23/2017,5/24/2017,"United States, Canada",ES_1108549_BC-127RB-A62H_05172017115223_70134709,No
2300217,Galanz,BC-127RB-A62H,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,31.7,19.9,4.3,4.3,268,291,10/23/2017,5/24/2017,"United States, Canada",ES_1108549_BC-127RB-A62H_07192017082112_70134709,No
2298479,Galanz,GL43R**E,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,31.7,19.9,4.3,4.3,268,291,10/23/2017,5/24/2017,"United States, Canada",ES_1108549_GL43R**E_05172017115223_70134709,No
2300218,Galanz,GL43R**E,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,31.7,19.9,4.3,4.3,268,291,10/23/2017,5/24/2017,"United States, Canada",ES_1108549_GL43R**E_07192017082112_70134709,No
2298480,Galanz,GL44RBEE,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,35.4,21.7,4.4,4.4,265,292,10/23/2017,5/24/2017,"United States, Canada",ES_1108549_GL44RBEE_05172017115223_70134709,No
2300219,Galanz,GL44RBEE,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,35.4,21.7,4.4,4.4,265,292,10/23/2017,5/24/2017,"United States, Canada",ES_1108549_GL44RBEE_07192017082112_70134709,No
2298482,Galanz,GL44RBKE,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,35.4,21.7,4.4,4.4,265,292,10/23/2017,5/24/2017,"United States, Canada",ES_1108549_GL44RBKE_05172017115223_70134709,No
2300221,Galanz,GL44RBKE,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,35.4,21.7,4.4,4.4,265,292,10/23/2017,5/24/2017,"United States, Canada",ES_1108549_GL44RBKE_07192017082112_70134709,No
2298481,Galanz,GL44RRDE,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,35.4,21.7,4.4,4.4,265,292,10/23/2017,5/24/2017,"United States, Canada",ES_1108549_GL44RRDE_05172017115223_70134709,No
2300220,Galanz,GL44RRDE,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,35.4,21.7,4.4,4.4,265,292,10/23/2017,5/24/2017,"United States, Canada",ES_1108549_GL44RRDE_07192017082112_70134709,No
2220995,Gallery,FGVU17F8QF*,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,67.7,34,16.6,16.6,286,319,9/8/2014,9/25/2014,"United States, Canada",ES_1021080_FGVU17F8QF*_1_10012014013337_70012088,No
2220999,Gallery,FGVU17F8QW*,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,67.7,34,16.6,16.6,286,319,9/8/2014,9/25/2014,"United States, Canada",ES_1021080_FGVU17F8QW*_1_10012014013337_70012088,No
2220997,Gallery,FGVU21F8QF*,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,73.2,34,20.5,20.5,310,347,9/8/2014,9/25/2014,"United States, Canada",ES_1021080_FGVU21F8QF*_1_10012014013337_70012088,No
2220998,Gallery,FGVU21F8QT*,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,73.2,34,20.5,20.5,310,347,9/8/2014,9/25/2014,"United States, Canada",ES_1021080_FGVU21F8QT*_1_10012014013337_70012088,No
2221000,Gallery,FGVU21F8QW*,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,73.2,34,20.5,20.5,310,347,9/8/2014,9/25/2014,"United States, Canada",ES_1021080_FGVU21F8QW*_1_10012014013337_70012088,No
2260802,Garrison,2493165,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33.9,19.7,4.4,4.4,226,254,2/1/2016,2/16/2015,United States,ES_1095007_2493165_02262016110223_4543236,No
2260803,Garrison,2493166,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33.9,19.7,4.4,4.4,226,254,2/1/2016,2/16/2015,United States,ES_1095007_2493166_02262016110241_4561815,No
2260800,Garrison,2493167,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33.9,18.6,3.3,3.3,220,245,2/1/2016,2/16/2015,United States,ES_1095007_2493167_02262016110255_4575363,No
2260801,Garrison,2493168,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33.9,18.6,3.3,3.3,220,245,2/1/2016,2/16/2015,United States,ES_1095007_2493168_02262016110307_4587413,No
2263340,Garrison,2493169,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33,18.5,3.1,3.8,270,358,3/20/2016,3/23/2016,United States,ES_1095007_2493169_03252016091322_7202229,No
2263339,Garrison,2493170,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33,18.5,3.1,3.8,270,358,3/20/2016,3/23/2016,United States,ES_1095007_2493170_03252016091334_7214208,No
2263343,Garrison,2493171,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.4,18.6,1.6,1.6,207,232,3/20/2016,3/23/2016,United States,ES_1095007_2493171_03252016091353_7233406,No
2263344,Garrison,2493172,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.4,18.6,1.6,1.6,207,232,3/20/2016,3/23/2016,United States,ES_1095007_2493172_03252016091406_7246897,No
2256431,Garrison,2496304,,Compact,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,43,21.6,4.5,5.4,347,403,1/1/2016,12/18/2015,"United States, Canada",ES_1030337_2496304_01042016122020_70057562,No
2297390,GE,DFE28JBL****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69,35.9,27.9,34.8,725,797,7/1/2017,6/7/2017,"United States, Canada",ES_1123206_DFE28JBL****_06092017020143_70141887,No
2306108,GE,DFE28JEL****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69,35.9,27.9,34.8,725,797,10/27/2017,11/3/2017,"United States, Canada",ES_1123206_DFE28JEL****_11082017031755_70162006,No
2220953,GE,DFE28JGH****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.8,27.7,34.7,724,796,10/27/2014,9/25/2014,"United States, Canada",ES_1123206_DFE28JGH****_10012014012601_70012372,No
2220954,GE,DFE28JMH****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.8,27.7,34.7,724,796,10/27/2014,9/25/2014,"United States, Canada",ES_1123206_DFE28JMH****_10012014012601_70012372,No
2257658,GE,DFE28JMK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,27.9,34.8,725,797,4/4/2016,1/29/2016,"United States, Canada",ES_1123206_DFE28JMK****_02022016025212_70063277,No
2220955,GE,DFE28JSH****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.8,27.7,34.7,724,796,10/27/2014,9/25/2014,"United States, Canada",ES_1123206_DFE28JSH****_10012014012601_70012372,No
2257659,GE,DFE28JSK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,27.9,34.8,725,797,4/4/2016,1/29/2016,"United States, Canada",ES_1123206_DFE28JSK****_02022016025212_70063277,No
2218119,GE,DSE25JGH****,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,69.8,35.8,25.2,32.1,643,707,9/1/2014,8/27/2014,"United States, Canada",ES_1123206_DSE25JGH****_08292014120636_2758166,No
2218120,GE,DSE25JMH****,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,69.8,35.8,25.2,32.1,643,707,9/1/2014,8/27/2014,"United States, Canada",ES_1123206_DSE25JMH****_08292014120636_2758166,No
2218121,GE,DSE25JSH****,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,69.8,35.8,25.2,32.1,643,707,9/1/2014,8/27/2014,"United States, Canada",ES_1123206_DSE25JSH****_08292014120636_2758166,No
2242796,GE,GBE10ESJ****,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,60.3,24,10.5,12.9,387,431,9/15/2015,7/6/2015,"United States, Canada",ES_1123206_GBE10ESJ****_07062015123653_70039006,No
2265641,GE,GBE21AGK****,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,69.6,29.8,20.9,25.6,488,544,5/1/2016,4/22/2016,Canada,ES_1123206_GBE21AGK****_04262016041313_70075888,No
2265643,GE,GBE21AGK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.9,25.6,572,628,5/1/2016,4/22/2016,Canada,ES_1123206_GBE21AGK****_5I_04262016041313_70075888,No
2265642,GE,GBE21ASK****,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,69.6,29.8,20.9,25.6,488,544,5/1/2016,4/22/2016,Canada,ES_1123206_GBE21ASK****_04262016041313_70075888,No
2265644,GE,GBE21ASK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.9,25.6,572,628,5/1/2016,4/22/2016,Canada,ES_1123206_GBE21ASK****_5I_04262016041313_70075888,No
2260762,GE,GBE21DGK****,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,69.6,29.8,20.9,25.6,488,544,3/1/2016,2/18/2016,United States,ES_1123206_GBE21DGK****_02252016032756_70066001,No
2260765,GE,GBE21DGK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.9,25.6,572,628,3/1/2016,2/18/2016,United States,ES_1123206_GBE21DGK****_02252016032751_70066001,No
2260763,GE,GBE21DSK****,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,69.6,29.8,20.9,25.6,488,544,3/1/2016,2/18/2016,United States,ES_1123206_GBE21DSK****_02252016032757_70066001,No
2260766,GE,GBE21DSK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.9,25.6,572,628,3/1/2016,2/18/2016,United States,ES_1123206_GBE21DSK****_02252016032752_70066001,No
2215217,GE,GCE06GGH****,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33.6,23.6,5.6,5.6,236,263,8/11/2014,10/30/2014,"United States, Canada",ES_1123206_GCE06GGH****_06232014030230_2739746,No
2215218,GE,GCE06GSH****,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33.6,23.6,5.6,5.6,236,263,8/11/2014,10/30/2014,"United States, Canada",ES_1123206_GCE06GSH****_06232014030230_2739746,No
2207319,GE,GDE03GGH****,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,32.1,18.7,3,3.8,321,358,7/15/2014,3/27/2014,United States,ES_1119301_GDE03GGH****_03282014113738_2715397,No
2254758,GE,GDE03GGK****,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33.4,18.8,3,3.8,321,358,3/15/2016,12/11/2015,"United States, Canada",ES_1123206_GDE03GGK****_12112015023917_70056837,No
2207320,GE,GDE03GLH****,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,32.1,18.7,3,3.8,321,358,7/15/2014,3/27/2014,United States,ES_1119301_GDE03GLH****_03282014113737_2715397,No
2254759,GE,GDE03GLK****,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33.4,18.8,3,3.8,321,358,3/15/2016,12/11/2015,"United States, Canada",ES_1123206_GDE03GLK****_12112015023917_70056837,No
2254760,GE,GDE03GMK****,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33.4,18.8,3,3.8,321,358,3/15/2016,12/11/2015,"United States, Canada",ES_1123206_GDE03GMK****_12112015023917_70056837,No
2218122,GE,GDE20GGH****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,66.5,32.5,20.4,25.2,569,624,9/15/2014,8/27/2014,"United States, Canada",ES_1123206_GDE20GGH****_08292014120636_2758166,No
2218123,GE,GDE20GMH****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,66.5,32.5,20.4,25.2,569,624,10/1/2014,8/27/2014,"United States, Canada",ES_1123206_GDE20GMH****_08292014120636_2758166,No
2218124,GE,GDE20GSH****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,66.5,32.5,20.4,25.2,569,624,10/1/2014,8/27/2014,"United States, Canada",ES_1123206_GDE20GSH****_08292014120636_2758166,No
2265628,GE,GDE21DGK****,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,69.6,29.8,20.9,25.6,488,544,5/1/2016,4/22/2016,Canada,ES_1123206_GDE21DGK****_04262016041313_70075888,No
2265631,GE,GDE21DGK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.9,25.6,572,628,5/1/2016,4/22/2016,Canada,ES_1123206_GDE21DGK****_5I_04262016041313_70075888,No
2265630,GE,GDE21DMK****,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,69.6,29.8,20.9,25.6,488,544,5/1/2016,4/22/2016,Canada,ES_1123206_GDE21DMK****_04262016041313_70075888,No
2265633,GE,GDE21DMK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.9,25.6,572,628,5/1/2016,4/22/2016,Canada,ES_1123206_GDE21DMK****_5I_04262016041313_70075888,No
2265629,GE,GDE21DSK****,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,69.6,29.8,20.9,25.6,488,544,5/1/2016,4/22/2016,Canada,ES_1123206_GDE21DSK****_04262016041313_70075888,No
2265632,GE,GDE21DSK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.9,25.6,572,628,5/1/2016,4/22/2016,Canada,ES_1123206_GDE21DSK****_5I_04262016041313_70075888,No
2260023,GE,GDE21EGK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.9,25.6,572,628,2/15/2016,2/11/2016,United States,ES_1123206_GDE21EGK****02122016031202_70065123,No
2260022,GE,GDE21EMK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.9,25.6,572,628,2/15/2016,2/11/2016,United States,ES_1123206_GDE21EMK****02122016031202_70065123,No
2260021,GE,GDE21ESK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.9,25.6,572,628,2/15/2016,2/11/2016,United States,ES_1123206_GDE21ESK****02122016031202_70065123,No
2218125,GE,GDE23GGH****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,68.2,32.5,23.2,28.4,594,652,9/15/2014,8/27/2014,"United States, Canada",ES_1123206_GDE23GGH****_08292014120636_2758166,No
2218126,GE,GDE23GSH****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,68.2,32.5,23.2,28.4,594,652,9/15/2014,8/27/2014,"United States, Canada",ES_1123206_GDE23GSH****_08292014120636_2758166,No
2260030,GE,GDE25EGK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,34.9,24.9,30.4,610,670,2/15/2016,2/11/2016,United States,ES_1123206_GDE25EGK****02122016031202_70065123,No
2260029,GE,GDE25ESK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,34.9,24.9,30.4,610,670,2/15/2016,2/11/2016,United States,ES_1123206_GDE25ESK****02122016031202_70065123,No
2260027,GE,GFE24JGK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.6,32.8,23.8,29.3,679,746,2/15/2016,2/11/2016,United States,ES_1123206_GFE24JGK****02122016031202_70065123,No
2260028,GE,GFE24JMK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.6,32.8,23.8,29.3,679,746,2/15/2016,2/11/2016,United States,ES_1123206_GFE24JMK****02122016031202_70065123,No
2260026,GE,GFE24JSK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.6,32.8,23.8,29.3,679,746,2/15/2016,2/11/2016,United States,ES_1123206_GFE24JSK****02122016031202_70065123,No
2219668,GE,GFE26GGH****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,25.7,32.2,703,773,11/7/2014,9/16/2014,"United States, Canada",ES_1123206_GFE26GGH****_09172014021954_2762851,No
2257662,GE,GFE26GGK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,25.8,32.3,705,774,4/4/2016,1/29/2016,"United States, Canada",ES_1123206_GFE26GGK****_02022016025212_70063277,No
2219669,GE,GFE26GMH****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,25.7,32.2,703,773,11/7/2014,9/16/2014,"United States, Canada",ES_1123206_GFE26GMH****_09172014021954_2762851,No
2257663,GE,GFE26GMK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,25.8,32.3,705,774,4/4/2016,1/29/2016,"United States, Canada",ES_1123206_GFE26GMK****_02022016025212_70063277,No
2219670,GE,GFE26GSH****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,25.7,32.2,703,773,11/7/2014,9/16/2014,"United States, Canada",ES_1123206_GFE26GSH****_09172014021954_2762851,No
2257664,GE,GFE26GSK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,25.8,32.3,705,774,4/4/2016,1/29/2016,"United States, Canada",ES_1123206_GFE26GSK****_02022016025212_70063277,No
2297391,GE,GFE28GBL****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69,35.9,27.9,34.8,725,797,7/1/2017,6/7/2017,"United States, Canada",ES_1123206_GFE28GBL****_06092017020143_70141887,No
2306109,GE,GFE28GEL****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69,35.9,27.9,34.8,725,797,10/27/2017,11/3/2017,"United States, Canada",ES_1123206_GFE28GEL****_11082017031754_70162006,No
2257656,GE,GFE28GGK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,27.9,34.8,725,797,4/4/2016,1/29/2016,"United States, Canada",ES_1123206_GFE28GGK****_02022016025212_70063277,No
2257678,GE,GFE28GMK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,27.9,34.8,725,797,4/4/2016,1/29/2016,"United States, Canada",ES_1123206_GFE28GMK****_02022016025212_70063277,No
2257657,GE,GFE28GSK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,27.9,34.8,725,797,4/4/2016,1/29/2016,"United States, Canada",ES_1123206_GFE28GSK****_02022016025212_70063277,No
2220950,GE,GFE28HGH****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.8,27.7,34.7,724,796,10/27/2014,9/25/2014,"United States, Canada",ES_1123206_GFE28HGH****_10012014012601_70012372,No
2220951,GE,GFE28HMH****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.8,27.7,34.7,724,796,10/27/2014,9/25/2014,"United States, Canada",ES_1123206_GFE28HMH****_10012014012601_70012372,No
2284804,GE,GFE28HMK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,27.9,34.8,725,797,12/1/2016,11/16/2016,"United States, Canada",ES_1123206_GFE28HMK****_11242016114531_70109955,No
2220952,GE,GFE28HSH****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.8,27.7,34.7,724,796,10/27/2014,9/25/2014,"United States, Canada",ES_1123206_GFE28HSH****_10012014012601_70012372,No
2279708,GE,GFE28HSK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,27.9,34.8,725,797,10/1/2016,9/15/2016,"United States, Canada",ES_1123206_GFE28HSK****_09202016115222_70099119,No
2212946,GE,GIE16DGH****,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,64.1,28,15.6,18.6,428,468,6/13/2014,6/5/2014,"United States, Canada",ES_1123206_GIE16DGH****_06092014034946_2734391,Yes
2212204,GE,GIE16GSH****,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,64.1,28,15.6,18.6,428,468,4/15/2014,4/1/2014,"United States, Canada",ES_1123206_GIE16GSH****_04012014024113_2716298,Yes
2218156,GE,GIE18CTH****,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,67.3,28,17.5,20.6,442,484,10/17/2014,8/27/2014,"United States, Canada",ES_1123206_GIE18CTH****_08292014010726_2758165,Yes
2218170,GE,GIE18ETH****,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,66.9,29.5,18.2,22.1,453,496,11/3/2014,8/27/2014,"United States, Canada",ES_1123206_GIE18ETH****_08292014010726_2758165,Yes
