ES_ID,Brand_Name,Model_Name,Model_Number,Additional_Model_Information,UPC,Type,HeatPumpTech,Voltage,Drum_Capacity,Height,Width,Depth,Combined_Energy_Factor,Estimated_Annual_Energy_Use,Estimated_Energy_Test_Cycle_Time_minutes,Energy_Test_Cycle_Information,Additional_Dryer_Features,VentedORVentless,Connected,Connects_Using,V,W,CEF_Max_Dryness,Paired_Washer,Z,Market_Date,Date_Certified,Markets,CB_Model_Identifier,Meets_ENERGY_STAR_Most_Efficient_2017_Criteria
2305183,Insignia,Clothe Dryers,NS-FDRE77WH8B,",NS-FDRE77WH8B-C,",6.01E+11,Electric,,,7.5,45.8,27,31.1,3.93,608,62,1,"Drum light,Steam cycle",Vented,No,,,,,,,9/29/2017,10/16/2017,"United States, Canada",ES_1059185_NS-FDRE77WH8B_10172017032106_0466687,No
2257207,Kenmore,592-8966*,592-8966*,,8.87E+11,Electric,,,7.5,39,27,32.4,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,1/24/2016,1/13/2016,"United States, Canada",ES_1023593_592-8966*_01112016051621_70059693,No
2257206,Kenmore,592-8967*,592-8967*,,8.87E+11,Electric,,,7.5,39,27,32.4,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,1/24/2016,1/13/2016,"United States, Canada",ES_1023593_592-8967*_01112016051621_70059693,No
2257205,Kenmore,592-8968*,592-8968*,,8.87E+11,Electric,,,7.5,39,27,32.4,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,1/24/2016,1/13/2016,"United States, Canada",ES_1023593_592-8968*_01112016051621_70059693,No
2257204,Kenmore,592-8969*,592-8969*,,8.87E+11,Electric,,,7.5,39,27,32.4,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,1/24/2016,1/13/2016,"United States, Canada",ES_1023593_592-8969*_01112016051621_70059693,No
2257208,Kenmore,592-9969*,592-9969*,,8.87E+11,Gas,,,7.5,39,27,32.4,3.49,685,64,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,1/24/2016,1/13/2016,"United States, Canada",ES_1023593_592-9969*_01112016051621_70059693,No
2261846,Kenmore,6142#,6142#,,7.19E+14,Electric,,,7.3,40.19,27,29,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,3/4/2016,2/27/2016,"United States, Canada",ES_1118034_6142#_03072016122407_70065980,No
2216958,Kenmore,6142####,6142####,,"719,192,224,162,719,000,000,000",Electric,,,7.3,40.19,27,29,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,8/22/2014,7/21/2014,"United States, Canada",ES_1118034_6142####_08012014035936_2749997,No
2261847,Kenmore,6146#,6146#,,7.19E+14,Electric,,,7.3,40.19,27,29,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,3/4/2016,2/27/2016,"United States, Canada",ES_1118034_6146#_03072016122407_70065980,No
2216959,Kenmore,6146####,6146####,,"719,192,364,165,719,000,000,000",Electric,,,7.3,40.19,27,29,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,8/22/2014,7/21/2014,"United States, Canada",ES_1118034_6146####_08012014035936_2749997,No
2268424,Kenmore,6155#,6155#,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,69,Normal_Medium Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,6/23/2016,5/31/2016,"United States, Canada",ES_15649_6155#_06012016024614_70082029,No
2265506,Kenmore,61632610,6163261*,,8.83E+11,Electric,,,9.2,41,29,33,3.93,608,74,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_3163*61*_01192016111058_70060810,12/1/2015,10/27/2016,United States,ES_15649_6163261*_04282016163247_1167684,No
2265507,Kenmore,61633610,6163361*,,8.83E+11,Electric,,,9.2,41,29,33,3.93,608,74,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_3163*61*_01192016111059_70060810,12/1/2015,10/27/2016,United States,ES_15649_6163361*_04282016163503_1303970,No
2265508,Kenmore,6813*41+,6813*41+,,8,Electric,,,8.8,45,29,32,3.93,608,64,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_2813*41+_01312015020022_70021972,6/1/2016,4/28/2016,United States,ES_15649_6813*41+_04282016170119_2879299,No
2265509,Kenmore,6913*41+,6913*41+,,8,Electric,,,8.8,45,29,32,3.93,608,64,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_2913*41+_01312015020022_70021972,6/1/2016,4/28/2016,United States,ES_15649_6913*41+_04282016170147_2907607,No
2261848,Kenmore,7142#,7142#,,7.19E+14,Gas,,,7.3,40.19,27,29,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,3/4/2016,2/27/2016,"United States, Canada",ES_1118034_7142#_03072016122407_70065980,No
2216964,Kenmore,7142####,7142####,,"719,192,224,179,719,000,000,000",Gas,,,7.3,40.19,27,29,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,8/22/2014,7/31/2014,"United States, Canada",ES_1118034_7142####_08012014043834_2751151,No
2261849,Kenmore,7146#,7146#,,7.19E+14,Gas,,,7.3,40.19,27,29,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,3/4/2016,2/27/2016,"United States, Canada",ES_1118034_7146#_03072016122407_70065980,No
2216965,Kenmore,7146####,7146####,,"719,192,264,175,719,000,000,000",Gas,,,7.3,40.19,27,29,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,8/22/2014,7/31/2014,"United States, Canada",ES_1118034_7146####_08012014043834_2751151,No
2268425,Kenmore,7155#,7155#,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Medium Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,6/23/2016,5/31/2016,"United States, Canada",ES_15649_7155#_06012016024614_70082029,No
2265512,Kenmore,71632610,7163261*,,8.83E+11,Gas,,,9.2,41,29,33,3.48,687,60,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_3163*61*_01192016111058_70060810,12/1/2015,10/27/2016,United States,ES_15649_7163261*_04282016172629_4389962,No
2265513,Kenmore,71633610,7163361*,,8.83E+11,Gas,,,9.2,41,29,33,3.48,687,60,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_3163*61*_01192016111058_70060810,12/1/2015,10/27/2016,United States,ES_15649_7163361*_04282016172657_4417630,No
2274693,Kenmore,8139#,8139#,,1,Electric,,,7.4,38.69,27,30,3.94,607,68,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,8/23/2016,8/11/2016,"United States, Canada",ES_1118034_8139#_08112016123245_70093199,No
2261850,Kenmore,8158#,8158#,,7.19E+14,Electric,,,7.4,38,27,28.69,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,3/4/2016,2/27/2016,"United States, Canada",ES_1118034_8158#_03072016122407_70065980,No
2216960,Kenmore,8158####,8158####,,"719,192,385,184,719,000,000,000",Electric,,,7.4,38,27,28.69,3.94,607,67,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,8/22/2014,7/21/2014,"United States, Canada",ES_1118034_8158####_08012014035936_2749997,No
2261851,Kenmore,8159#,8159#,,7.19E+11,Electric,,,7.3,38.69,27,30,3.94,607,57,Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,3/4/2016,2/27/2016,"United States, Canada",ES_1118034_8159#_03072016122407_70065980,No
2225224,Kenmore,8159####,8159####,,7.19E+11,Electric,,,7.3,38.69,27,30,4.3,556,57,Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,11/21/2014,11/17/2014,"United States, Canada",ES_0015649_8159####_11172014020527_2776157,No
2274694,Kenmore,9139#,9139#,,1,Gas,,,7.4,38.69,27,30,3.49,685,63,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,8/23/2016,8/11/2016,"United States, Canada",ES_1118034_9139#_08112016123245_70093199,No
2261852,Kenmore,9158#,9158#,,7.19E+14,Gas,,,7.4,38,27,28.69,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,3/4/2016,2/27/2016,"United States, Canada",ES_1118034_9158#_03072016122407_70065980,No
2216966,Kenmore,9158####,9158####,,"719,192,385,191,719,000,000,000",Gas,,,7.4,38,27,28.69,3.49,685,57,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,8/22/2014,7/31/2014,"United States, Canada",ES_1118034_9158####_08012014043834_2751151,No
2282543,Kenmore,C6163361*,C6163*61*,,8.83E+11,Electric,,,9.2,41,29,33,3.93,608,74,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_3163*61*_01192016111059_70060810,7/6/2016,10/27/2016,Canada,ES_1129244_C6163*61*_10272016155643_3803596,No
2282544,Kenmore,C6813241*,C6813*41*,,8.83E+11,Electric,,,8.8,45,29,32,3.93,608,64,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_2913*41+_01312015020022_70021972,7/6/2016,10/27/2016,Canada,ES_22856_C6813*41*_10272016162210_5330389,No
2282545,Kenmore,C6913341*,C6913*41*,,8.83E+11,Electric,,,8.8,45,29,32,3.93,608,64,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_2813*41+_01312015020022_70021972,7/6/2016,10/27/2016,Canada,ES_22856_C6913*41*_10272016162308_5388846,No
2245580,LG,DLE1501*,DLE1501*,,1,Electric,,,7.4,42.75,27,28.33,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,8/13/2015,8/12/2015,"United States, Canada",ES_1118034_DLE1501*_08132015060749_70041561,No
2245581,LG,DLE1501*E,DLE1501*E,,1,Electric,,,7.4,42.75,27,28.33,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,8/13/2015,8/12/2015,"United States, Canada",ES_1118034_DLE1501*E_08132015060749_70041561,No
2268423,LG,DLE3075*,DLE3075*,,1,Electric,,,7.4,40.19,27,28.94,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,6/23/2016,5/31/2016,"United States, Canada",ES_1118034_DLE3075*_06012016024614_70082029,No
2278428,Whirlpool,WHD3090G**,WHD3090G**,,8,Electric,,240,4.3,34,24,25,3.71,229,66,"NORMAL CYCLE, AUTOMATIC TERMINATION, NORMAL / DRY - DRYNESS LEVEL","Time remaining display,Steam cycle,Other",Ventless,No,,,,,Yes,2276477,8/26/2016,9/2/2016,United States,ES_22856_WHD3090G**_09022016222102_4862252,No
2278396,Whirlpool,WHD5090G**,WHD5090G**,,8,Electric,,240,4.3,34,24,25,3.71,229,64,"NORMAL CYCLE, AUTOMATIC TERMINATION, NORMAL / DRY - DRYNESS LEVEL","Time remaining display,Steam cycle,Other",Ventless,No,,,,,Yes,WFW5090G**,8/26/2016,9/2/2016,United States,ES_1129244_WHD5090G**_09022016215434_3274685,No
2266017,Whirlpool,YWED72HED*+,YWED72HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW72HED*+_02102015015120_70023227,6/1/2016,4/28/2016,Canada,ES_22856_YWED72HED*+_05032016201647_6607835,No
2266042,Whirlpool,YWED7505FW*,YWED7505FW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,6/1/2016,4/28/2016,Canada,ES_22856_YWED7505FW*_05032016223143_4703163,No
2266052,Whirlpool,YWED7505FW*,YWED7505FW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,6/1/2016,4/28/2016,Canada,ES_22856_YWED7505FW*_05032016225146_5906874,No
2266043,Whirlpool,YWED7540FW*,YWED7540FW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,6/1/2016,4/28/2016,Canada,ES_22856_YWED7540FW*_05032016223313_4793810,No
2266044,Whirlpool,YWED75HEFW*,YWED75HEFW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,6/1/2016,4/28/2016,Canada,ES_22856_YWED75HEFW*_05032016223515_4915607,No
2266024,Whirlpool,YWED7990FW*,YWED7990FW*,,8.83E+11,Electric,Hybrid Heat Pump,,7.4,38,27,31,4.5,531,75,"NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL, ECO","Drum light,Supplementary Drying System,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,4.44,Yes,2265441,11/1/2015,4/28/2016,Canada,ES_22856_YWED7990FW*_05032016211346_0026661,Yes
2266095,Whirlpool,YWED8000D*+,YWED8000D*+,",YWED8500D*+,",8,Electric,,,8.8,42,29,32,3.93,608,69,"ECOBOOST NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,6/1/2016,4/28/2016,Canada,ES_22856_YWED8000D*+_05042016160321_7801856,No
2266018,Whirlpool,YWED81HED*+,YWED81HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,No,,Yes,ES_0022856_WFW81HED*+_03252014114010_2713436,6/1/2016,4/28/2016,Canada,ES_22856_YWED81HED*+_05032016194850_4930655,No
2282566,Whirlpool,YWED8540FW*,YWED8540FW*,,8.83E+11,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,WFW8540FW0,3/8/2016,10/27/2016,Canada,ES_22856_YWED8540FW*_10272016175919_1159465,No
2282567,Whirlpool,YWED85HEFBL*,YWED85HEFBL*,,8.83E+11,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,WFW85HEFBL0,3/8/2016,10/27/2016,Canada,ES_22856_YWED85HEFBL*_10272016175205_0725892,No
2282568,Whirlpool,YWED85HEFC*,YWED85HEFC*,,8.83E+11,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,WFW85HEFC0,3/8/2016,10/27/2016,Canada,ES_22856_YWED85HEFC*_10272016175101_0661959,No
2282569,Whirlpool,YWED85HEFW*,YWED85HEFW*,,8.83E+11,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,WFW85HEFW0,3/8/2016,10/27/2016,Canada,ES_22856_YWED85HEFW*_10272016174958_0598407,No
2266019,Whirlpool,YWED87HED*+,YWED87HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW87HED*+_02102015015120_70023227,6/1/2016,4/28/2016,Canada,ES_22856_YWED87HED*+_05032016195410_5250875,No
2266045,Whirlpool,YWED90HEFC*,YWED90HEFC*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW90HEF**_C_12072015113037_70054797,6/1/2016,4/28/2016,Canada,ES_22856_YWED90HEFC*_05032016213023_1023083,No
2266046,Whirlpool,YWED90HEFW*,YWED90HEFW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW90HEF**_12072015113037_70054797,6/1/2016,4/28/2016,Canada,ES_22856_YWED90HEFW*_05032016213538_1338993,No
2274692,LG,DLGX4371*,DLGX4371*,,1,Gas,,,7.4,38.69,27,30,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,8/23/2016,8/11/2016,"United States, Canada",ES_1118034_DLGX4371*_08112016123245_70093199,No
2256236,LG,DLGX5001*,DLGX5001*,,48231015332,Gas,,,7.4,38.69,27,30,3.49,685,73,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,,,12/17/2015,12/17/2015,"United States, Canada",ES_1118034_DLGX5001*_01072016065849_70059098,No
2295779,LG,DLGX5006*,DLGX5006*,,1,Gas,,,7.4,38.69,27,30,3.49,685,63,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,5/24/2017,5/10/2017,"United States, Canada",ES_1118034_DLGX5006*_05112017113153_70137001,No
2256237,LG,DLGX5011*,DLGX5011*,,1,Gas,,,7.4,38.69,27,30,3.49,685,73,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,,,12/17/2015,12/17/2015,"United States, Canada",ES_1118034_DLGX5011*_01072016065849_70059098,No
2225228,LG,DLGX5781*E,DLGX5781*E,,48231015578,Gas,,,7.3,45.44,27,28.94,3.49,685,57,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,11/21/2014,11/17/2014,"United States, Canada",ES_0015649_DLGX5781*E_11172014020527_2776157,No
2263531,LG,DLGX7601*,DLGX7601*,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,4/3/2016,3/31/2016,"United States, Canada",ES_1118034_DLGX7601*03312016023947_70071708,No
2263532,LG,DLGX7601*E,DLGX7601*E,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,,,12/4/2016,12/13/2016,"United States, Canada",ES_1118034_DLGX7601*E03312016023947_70071708,No
2225226,LG,DLGY1702*E,DLGY1702*E,,48231014618,Gas,,,7.3,40.19,27,28.94,3.49,685,57,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,11/21/2014,11/17/2014,"United States, Canada",ES_0015649_DLGY1702*E_11172014020527_2776157,No
2297396,LG,DLGY1902*E,DLGY1902*E,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,1/20/2017,1/20/2017,"United States, Canada",ES_1118034_DLGY1902*E_01232017115209_70118391,No
2216729,LG,DLHX4072*,DLHX4072*,,"48,231,013,758,048,200,000,000",Electric,,,7.3,38.69,27,30,4.3,556,58,Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,4.43,No,,8/22/2014,7/28/2014,"United States, Canada",ES_1118034_DLHX4072*_07292014020602_DLHX4072*_2750024,Yes
2289158,LG,DLHX4372*,DLHX4372*,,1,Electric,,,7.3,38.69,27,30,4.3,556,57,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,2/5/2017,1/20/2017,"United States, Canada",ES_1118034_DLHX4372*_01232017115209_70118391,No
2265515,Maytag,MED3100D*+,MED3100D*+,,8,Electric,,,7.3,38,27,30,3.93,608,65,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW3100D*+_02102015015120_70023227,6/1/2016,4/28/2016,United States,ES_22856_MED3100D*+_04282016175229_5949749,No
2265529,Maytag,MED3500FW*,MED3500FW*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW3500F**_12072015113037_70054797,6/1/2016,4/28/2016,United States,ES_22856_MED3500FW*_04282016181802_7482117,No
2265516,Maytag,MED4100D*+,MED4100D*+,,8,Electric,,,7.3,38,27,30,3.93,608,65,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW4100D*+_02102015015120_70023227,6/1/2016,4/28/2016,United States,ES_22856_MED4100D*+_04282016175250_5970613,No
