ES_ID,Brand_Name,Model_Number,Additional_Model_Information,UPC,Load_Configuration,Additional_Washer_Features,Intended_Market,Volume_CubicFeet,Integrated_Modified_Energy_Factor,US_Federal_IMEF_Standard,Estimated_Annual_Energy_Use,Integrated_Water_Factor (IWF),US_Federal_IWF_Standard,Annual_Water_Use,Connected,Connects_Using,R,S,Paired_Dryer,U,Date_Available,Date_Certified,Markets,CB_Model_Identifier,Meets_ENERGY_STAR_Most_Efficient_2017_Criteria
2270239,Kenmore,4168#,,1,Front Load,,Residential,4.5,2.82,1.84,105,2.9,4.7,3841,No,,,,No,,7/3/2016,6/15/2014,"United States, Canada",ES_1118034_4168#_06212016044711_70083225,Yes
2274052,Kenmore,4168#,,1,Front Load,,Residential,4.5,2.92,1.84,105,3.2,4.7,4248,No,,,,No,,7/22/2016,8/2/2016,"United States, Canada",ES_15649_4168#_08032016031832_70091421,Yes
2236011,Kenmore,417.4112*41*,,12505385858,Front Load,,Residential,3.9,2.52,1.84,96,3,4.7,3452,No,,,,No,,8/1/2014,3/6/2015,"United States, Canada",ES_1021080_417.4112*41*_04072015042915_70025431,No
2233848,Kenmore,417.4191*51*,,12505386480,Front Load,,Residential,2.4,2.13,1.84,90,3.8,4.7,2690,No,,,,No,,3/18/2015,2/24/2015,"United States, Canada",ES_1021080_417.4191*51*_02242015024604_70024405,No
2297393,Kenmore,417.4194*71*,,12505387197,Front Load,,Residential,2.4,2.13,1.84,91,3.8,4.7,2690,No,,,,No,,5/11/2017,2/24/2015,"United States, Canada",ES_0015649_417.4194*71*_06092017023313_70138022,No
2231584,Kenmore,417.6171*51*,,12505386343,Top Load,,Residential,3.8,2.06,1.29,175,4.3,8.4,4820,No,,,,No,,1/22/2015,12/12/2014,"United States, Canada",ES_1021080_417.6171*51*_01222015114629_70020570,No
2231589,Kenmore,417.6172*51*,,12505386367,Top Load,,Residential,3.8,2.06,1.29,175,4.3,8.4,4820,No,,,,No,,1/22/2015,12/23/2014,"United States, Canada",ES_1021080_417.6172*51*_01222015114629_70020570,No
2231585,Kenmore,417.7171*51*,,12505386350,Top Load,,Residential,3.8,2.06,1.29,175,4.3,8.4,4820,No,,,,No,,1/22/2015,12/12/2014,"United States, Canada",ES_1021080_417.7171*51*_01222015114629_70020570,No
2231590,Kenmore,417.7172*51*,,12505386374,Top Load,,Residential,3.8,2.06,1.29,175,4.3,8.4,4820,No,,,,No,,1/22/2015,12/23/2014,"United States, Canada",ES_1021080_417.7172*51*_01222015114629_70020570,No
2268419,Kenmore,4196#,,1,Front Load,,Residential,5.2,2.92,1.84,100,3.2,4.7,4880,No,,,,No,,6/4/2016,5/20/2016,"United States, Canada",ES_15649_4196#_06012016012059_70080091,Yes
2286313,Kenmore,4198#,,1,Front Load,,Residential,5.2,2.76,1.84,170,3.2,4.7,4890,No,,,,No,,1/2/2017,12/13/2016,"United States, Canada",ES_1118034_4198#_12152016042333_70113603,Yes
2274054,LG,WM3770H*A,,1,Front Load,,Residential,4.5,2.92,1.84,105,3.2,4.7,4239,No,,,,No,,7/22/2016,8/2/2016,"United States, Canada",ES_1118034_WM3770H*A_08032016031832_70091421,Yes
2274055,LG,WM4270H*A,,1,Front Load,,Residential,4.5,2.92,1.84,105,3.2,4.7,4239,No,,,,No,,3/1/2015,8/2/2016,"United States, Canada",ES_1118034_WM4270H*A_08032016031832_70091421,Yes
2274051,LG,WM4370H*A,,1,Front Load,,Residential,4.5,2.92,1.84,105,3.2,4.7,4248,No,,,,No,,7/22/2016,8/2/2016,"United States, Canada",ES_1118034_WM4370H*A_08032016031832_70091421,Yes
2274050,LG,WM5000H*A,,1,Front Load,,Residential,4.5,2.92,1.84,105,2.8,4.7,3676,No,,,,No,,7/27/2015,5/10/2017,"United States, Canada",ES_1118034_WM5000H*A_08032016031832_70091421,Yes
2286314,LG,WM5005H*A,,1,Front Load,,Residential,4.5,2.92,1.84,105,2.8,4.7,3676,No,,,,No,,12/11/2016,5/10/2017,"United States, Canada",ES_1118034_WM5005H*A_12152016042333_70113603,Yes
2232891,LG,WM8000H**,,48231012492,Front Load,,Residential,5.2,2.74,1.84,120,2.9,4.7,4423,No,,,,No,,2/15/2015,2/4/2015,"United States, Canada",ES_1118034_WM8000H**_02092015025017_70022701,No
2268422,LG,WM8100H*A,,1,Front Load,,Residential,5.2,2.92,1.84,120,3.2,4.7,4880,No,,,,No,,5/20/2016,5/20/2016,"United States, Canada",ES_1118034_WM8100H*A_06012016012059_70080091,Yes
2232892,LG,WM8500H**,,48231014281,Front Load,,Residential,5.2,2.74,1.84,120,2.9,4.7,4423,No,,,,No,,2/15/2015,2/4/2015,"United States, Canada",ES_1118034_WM8500H**_02092015025017_70022701,No
2241692,LG,WM9000H*A,,48231015349,Front Load,,Residential,5.2,2.92,1.84,120,3.2,4.7,4880,No,,,,No,No,6/16/2015,6/16/2015,"United States, Canada",ES_1118034_WM9000H*A_06172015032836_70036726,Yes
2268418,LG,WM9500H*A,,1,Front Load,,Residential,5.8,2.92,1.84,120,3.2,4.7,5437,No,,,,No,,6/26/2016,6/1/2016,"United States, Canada",ES_1118034_WM9500H*A_06012016012059_70080091,Yes
2232895,LG,WT1101C*,,48231013239,Top Load,,Residential,4.1,2.06,1.29,170,4.3,8.4,5252,No,,,,No,,2/15/2015,2/4/2015,"United States, Canada",ES_1118034_WT1101C*_02092015025017_70022701,No
2268421,LG,WT1150C*,,1,Top Load,,Residential,4.5,2.38,1.29,140,3.7,8.4,4901,No,,,,No,,9/30/2016,10/26/2016,"United States, Canada",ES_1118034_WT1150C*_06012016012059_70080091,No
2232894,LG,WT1201C*,,48231013369,Top Load,,Residential,4.3,2.06,1.29,170,4.3,8.4,5480,No,,,,No,,2/15/2015,2/4/2015,"United States, Canada",ES_1118034_WT1201C*_02092015025017_70022701,No
2237550,LG,WT1301C*,,1,Top Load,,Residential,4.5,2.38,1.29,120,3.7,8.4,4912,No,,,,No,,4/20/2015,3/31/2015,"United States, Canada",ES_1118034_WT1301C*_04212015061000_70028522,No
2242223,LG,WT1501C*,,48231015905,Top Load,,Residential,4.5,2.38,1.29,140,3.7,8.4,4901,No,,,,No,,6/25/2015,6/25/2015,"United States, Canada",ES_1118034_WT1501C*_06252015031004_70036263,No
2232897,LG,WT1701C*,,48231013666,Top Load,,Residential,4.9,2.76,1.29,113,3.5,8.4,5008,No,,,,No,,9/20/2015,9/21/2015,"United States, Canada",ES_1118034_WT1701C*_02092015025017_70022701,No
2217198,LG,WT1801H*A,,48231015134,Top Load,"Steam Cycle,Delayed Start,Sanitize Option",Residential,4.9,2.38,1.29,135,3.7,8.4,5294,No,,,,No,,9/20/2015,9/21/2015,"United States, Canada",ES_1118034_WT1801H*A_08112014021805_2750023,No
2286316,LG,WT1901C*,,1,Top Load,,Residential,5,2.38,1.29,130,3.7,8.4,5479,No,,,,No,,12/22/2016,12/13/2016,"United States, Canada",ES_1118034_WT1901C*_12152016042333_70113603,No
2232896,LG,WT4970C*,,48231014878,Top Load,,Residential,4.5,2.06,1.29,150,4.3,8.4,5696,No,,,,No,,2/15/2015,2/4/2015,"United States, Canada",ES_1118034_WT4970C*_02092015025017_70022701,No
2237551,LG,WT5270C*,,1,Top Load,,Residential,4.9,2.76,1.29,113,3.5,8.4,5059,No,,,,No,,4/20/2015,3/31/2015,"United States, Canada",ES_1118034_WT5270C*_04212015061000_70028522,No
2268420,LG,WT5275C*,,1,Top Load,,Residential,4.5,2.38,1.29,140,3.7,8.4,4901,No,,,,No,,6/30/2016,5/20/2016,"United States, Canada",ES_1118034_WT5275C*_06012016012059_70080091,No
2217199,LG,WT5480C*,,48231013574,Top Load,Delayed Start,Residential,5,2.76,1.29,113,3.5,8.4,5183,No,,,,No,,9/20/2015,9/21/2015,"United States, Canada",ES_1118034_WT5480C*_08112014021805_2750023,No
2233260,LG,WT5680H*A,,7.72E+11,Top Load,,Residential,5,2.38,1.29,135,3.7,8.4,5479,No,,,,No,,2/15/2015,2/18/2015,"United States, Canada",ES_1118034_WT5680H*A_02182015013900_70023041,No
2294725,LG,WT7050C*,,1,Top Load,,Residential,4.5,2.06,1.29,180,4.3,8.4,5696,No,,,,No,,4/16/2017,4/16/2017,"United States, Canada",ES_1118034_WT7050C*_04212017125304_70132174,No
2284805,LG,WT7200C*,,1,Top Load,,Residential,5,2.38,1.29,130,3.7,8.4,5479,No,,,,No,,12/5/2016,11/24/2016,"United States, Canada",ES_1118034_WT7200C*_11242016044200_70109502,No
2259873,LG,WT7500C*,,48231016636,Top Load,,Residential,5.2,2.38,1.29,130,3.7,8.4,5621,No,,,,No,,2/9/2016,2/2/2016,"United States, Canada",ES_1118034_WT7500C*02092016030815_70061981,No
2259872,LG,WT7600H*A,,48231016612,Top Load,,Residential,5.2,2.38,1.29,130,3.7,8.4,5643,No,,,,No,,2/9/2016,2/2/2016,"United States, Canada",ES_1118034_WT7600H*A02092016030815_70061981,No
2223859,LG,WT7700H*A,,48231014908,Top Load,,Residential,5.7,2.76,1.29,150,3.2,8.4,5381,No,,,,No,,11/21/2014,10/28/2014,"United States, Canada",ES_1118034_WT7700H*A_10292014105805_2774959,Yes
2237558,LG,WT7710H*A,,1,Top Load,,Residential,5.7,2.76,1.29,150,3.2,8.4,5381,No,,,,No,,1/31/2016,4/20/2015,"United States, Canada",ES_1118034_WT9000H*A_04212015062404_70030499,Yes
2265407,Maytag,MHW3100D*+,,8,Front Load,Delayed Start,Residential,4.2,2.38,1.84,109,3.7,4.7,4552,No,,,,Yes,MED3100DW0,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MHW3100D*+_04252016232441_6681903,No
2265420,Maytag,MHW3500F**,,8.83E+11,Front Load,Delayed Start,Residential,4.5,2.92,1.84,87,3.2,4.7,4210,No,,,,Yes,MED3500FW,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MHW3500F**_04262016182410_5050572,Yes
2265419,Maytag,MHW3505F**,,8.83E+11,Front Load,Delayed Start,Residential,4.4,2.92,1.84,88,3.2,4.7,4116,No,,,,No,,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MHW3505F**_04262016182213_4933320,Yes
2265408,Maytag,MHW4100D*+,,8,Front Load,Delayed Start,Residential,4.2,2.38,1.84,109,3.7,4.7,4552,No,,,,Yes,MED4100DW0,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MHW4100D*+_04252016232831_6911541,No
2265409,Maytag,MHW4300D*+,,8,Front Load,Delayed Start,Residential,4.2,2.38,1.84,109,3.7,4.7,4552,No,,,,No,,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MHW4300D*+_04252016233153_7113321,No
2265410,Maytag,MHW5100D*+,,8,Front Load,Delayed Start,Residential,4.5,2.75,1.84,109,3.2,4.7,4239,No,,,,Yes,MED5100DW0,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MHW5100D*+_04252016233419_7259753,No
2265411,Maytag,MHW5400D*+,,8,Front Load,Delayed Start,Residential,4.2,2.38,1.84,109,3.7,4.7,4552,No,,,,No,,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MHW5400D*+_04252016233647_7407053,No
2265417,Maytag,MHW5500F**,",MHW5500FC,; ,MHW5500FW,",8.83E+11,Front Load,Delayed Start,Residential,4.5,2.92,1.84,89,3.2,4.7,4210,No,,,,Yes,MED5500FW,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MHW5500F**_04262016181719_4639865,Yes
2265412,Maytag,MHW7100D*+,,8,Front Load,Delayed Start,Residential,4.5,2.75,1.84,109,3.2,4.7,4239,No,,,,Yes,MED7100DW0,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MHW7100D*+_04252016233909_7549184,No
2265413,Maytag,MHW8100D*+,,8,Front Load,Delayed Start,Residential,4.5,2.75,1.84,109,3.2,4.7,4239,No,,,,Yes,MED8100DW0,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MHW8100D*+_04252016234130_7690297,No
2265416,Maytag,MHW8150E**,,8,Front Load,Delayed Start,Residential,4.5,2.75,1.84,79,3.2,4.7,4239,No,,,,Yes,MED8150E**,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MHW8150E**_04262016181423_4463458,No
2265418,Maytag,MHW8200F**,",MHW8200FC,; ,MHW8200FW,",8.83E+11,Front Load,Delayed Start,Residential,4.5,2.92,1.84,89,3.2,4.7,4210,No,,,,Yes,MED8200FW,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MHW8200F**_04262016182005_4805023,Yes
2265421,Maytag,MVWB755D*+,,8,Top Load,,Residential,4.8,2.06,1.29,160,4.3,8.4,6076,No,,,,Yes,MEDB755DW0,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MVWB755D*+_04262016194546_9946538,No
2265422,Maytag,MVWB835D*+,,8,Top Load,,Residential,5.3,2.06,1.29,187,4.3,8.4,6698,No,,,,Yes,MEDB835DW0,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MVWB835D*+_04262016194858_0138438,No
2265423,Maytag,MVWB855D*+,,8,Top Load,,Residential,5.3,2.06,1.29,187,4.3,8.4,6698,No,,,,Yes,MEDB855DW0,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MVWB855D*+_04262016195130_0290983,No
2265424,Maytag,MVWB865F**,,8,Top Load,Delayed Start,Residential,5.3,2.06,1.29,198,4.3,8.4,6698,No,,,,No,,6/1/2016,4/25/2016,"United States, Canada",ES_22856_MVWB865F**_04262016195322_0402700,No
2276261,Maytag,MVWB955F**,,8,Top Load,,Residential,6.2,2.38,1.29,240,3.7,8.4,6735,No,,,,Yes,"MEDB955F**, MGDB955F**",6/1/2016,8/22/2016,"United States, Canada",ES_22856_MVWB955F**_08222016220340_3420991,No
2294519,Midea,MAD160S2801PS,,1.41E+15,Top Load,,Residential,4.1,2.1,1.29,110,3.9,8.4,4694,No,,,,No,,4/19/2017,4/19/2017,"United States, Canada",ES_1030337_MAD160S2801PS_02142017062728_70122453,No
2250169,Primus,PFNE3BJP113+,,1,Front Load,Gentle Cycle,Residential,3.4,2.38,1.84,68,3.7,4.7,3733,No,,,,No,,9/30/2015,10/14/2015,"United States, Canada",ES_0087091_PFNE3BJP113+_10142015011640_70050041,No
2250168,Primus,PFNE3RSP113+,,1,Front Load,Gentle Cycle,Residential,3.4,2.38,1.84,68,3.7,4.7,3733,No,,,,No,,9/30/2015,10/14/2015,"United States, Canada",ES_0087091_PFNE3RSP113+_10142015011640_70050041,No
2250170,Primus,PTEE3FSP173+,,1,Front Load,Gentle Cycle,Residential,3.4,2.38,1.84,68,3.7,4.7,3733,No,,,,No,,9/30/2015,10/14/2015,"United States, Canada",ES_0087091_PTEE3FSP173+_10142015011640_70050041,No
2250171,Primus,PTGE3FSP113+,,1,Front Load,Gentle Cycle,Residential,3.4,2.38,1.84,68,3.7,4.7,3733,No,,,,No,,9/30/2015,10/14/2015,"United States, Canada",ES_0087091_PTGE3FSP113+_10142015011640_70050041,No
2294520,RCA,RW410,,1.41E+15,Top Load,,Residential,4.1,2.1,1.29,110,3.9,8.4,4694,No,,,,No,,4/19/2017,4/19/2017,"United States, Canada",ES_1030337_RW410_02142017062728_70122453,No
2234638,Samsung,WA45H70**A*,,8.87E+11,Top Load,,Residential,4.5,2.06,1.29,131,3.8,8.4,5011,No,,,,No,,4/15/2015,3/3/2015,"United States, Canada",ES_1023593_WA45H70**A*_03032015050339_70025332,No
2253653,Samsung,WA45H72**A*,,1,Top Load,,Residential,4.3,2.06,1.29,131,4,8.4,5050,No,,,,No,,4/22/2015,4/22/2015,Canada,ES_0015649_WA45H72**A*_04202015015759_70029832,No
2256572,Samsung,WA45K71**A*,,8.87E+11,Top Load,,Residential,4.5,2.06,1.29,125,4.3,8.4,5708,No,,,,No,,1/23/2016,1/8/2016,"United States, Canada",ES_1023593_WA45K71**A*_01072016045716_70058873,No
2256571,Samsung,WA45K76**A*,,8.87E+11,Top Load,,Residential,4.5,2.06,1.29,125,4.3,8.4,5708,No,,,,No,,1/23/2016,1/8/2016,"United States, Canada",ES_1023593_WA45K76**A*_01072016045716_70058873,No
2284806,Samsung,WA45M70**A*,,8.87E+12,Top Load,,Residential,4.5,2.06,1.29,125,4.3,8.4,5708,No,,,,No,,1/1/2017,11/23/2016,"United States, Canada",ES_1023593_WA45M70**A*_11242016052047_70108499,No
2217197,Samsung,WA48H74**A*,,8.87E+11,Top Load,,Residential,4.8,2.21,1.29,145,3.9,8.4,5476,No,,,,No,,9/15/2014,8/1/2014,"United States, Canada",ES_1023593_WA48H74**A*_07312014111101_2748314,No
2233078,Samsung,WA48J770*A*,,8.87E+11,Top Load,,Residential,4.8,2.29,1.29,129,3.9,8.4,5476,No,,,,Yes,"ES_1023593_DV48J770*G*_01102015074124_70019625, ES_1023593_DV48J770*E*_01102015074101_70019623",3/15/2015,2/11/2015,United States,ES_1023593_WA48J770*A*_02112015043656_7002369,No
2233079,Samsung,WA48J777*A*,,8.87E+11,Top Load,,Residential,4.8,2.29,1.29,129,3.9,8.4,5476,No,,,,Yes,"ES_1023593_DV48J777*G*_01102015074124_70019625, ES_1023593_DV48J777*E*_01102015074101_70019623",3/15/2015,2/11/2015,United States,ES_1023593_WA48J777*A*_02112015043656_7002369,No
2254238,Samsung,WA50K86**A*,,8.87E+11,Top Load,,Residential,5,2.38,1.29,120,3.7,8.4,5458,No,,,,No,,12/20/2015,11/30/2015,"United States, Canada",ES_1023593_WA50K86**A*_11252015041931_70054673,No
2287285,Samsung,WA50M74**A*,,8.87E+11,Top Load,,Residential,5,2.06,1.29,125,4.3,8.4,6343,No,,,,No,,2/12/2016,12/27/2016,"United States, Canada",ES_1023593__WA50M74**A*_12282016061958_70115042,No
2231230,Samsung,WA52J806*A*,,8.87E+11,Top Load,,Residential,5.2,2.38,1.29,110,3.7,8.4,5632,No,,,,Yes,"ES_1023593_DV52J806*E*_01102015074101_70019623, ES_1023593_DV52J806*G*_01102015074124_70019625",2/15/2015,1/7/2015,United States,ES_1023593_WA52J806*A*_01102015074039_70019619,No
2232846,Samsung,WA52J870*A*,,8.87E+11,Top Load,,Residential,5.2,2.28,1.29,165,3.8,8.4,5784,No,,,,Yes,"ES_1023593_DV52J870*E*_01102015074101_70019623, ES_1023593_DV52J870*G*_01102015074124_70019625",3/30/2015,2/3/2015,"United States, Canada",ES_1023593_WA52J870*A*_02092015034438_70022387,No
2288400,Samsung,WA52M77**A*,,8.87E+11,Top Load,,Residential,5.2,2.06,1.29,165,4.3,8.4,6596,No,,,,No,,2/1/2017,1/12/2017,"United States, Canada",ES_1023593_WA52M77**A*_01122017122713_70115961,No
2288401,Samsung,WA52M86**A*,,8.87E+11,Top Load,,Residential,5.2,2.06,1.29,125,4.3,8.4,6596,No,,,,No,,2/1/2017,1/12/2017,"United States, Canada",ES_1023593_WA52M86**A*_01122017122713_70115961,No
2288402,Samsung,WA54M87**A*,,8.87E+11,Top Load,,Residential,5.4,2.06,1.29,165,4.3,8.4,6850,No,,,,No,,2/1/2017,1/12/2017,"United States, Canada",ES_1023593_WA54M87**A*_01122017122713_70115961,No
2234636,Samsung,WA56H90**A*,,8.87E+11,Top Load,,Residential,5.6,2.3,1.29,194,4.2,8.4,6889,No,,,,No,,4/15/2015,3/3/2015,"United States, Canada",ES_1023593_WA56H90**A*_03032015050339_70025332,No
2233302,Samsung,WF42H50**A*,,8.87E+11,Front Load,,Residential,4.2,2.8,1.84,85,3.2,4.7,3927,No,,,,No,,4/1/2015,2/16/2015,"United States, Canada",ES_1023593_WF42H50**A*_02052015043752_70022966,Yes
2233308,Samsung,WF42H51**A*,,8.87E+11,Front Load,,Residential,4.2,2.6,1.84,115,3.3,4.7,4050,No,,,,No,,4/1/2015,2/16/2015,"United States, Canada",ES_1023593_WF42H51**A*_02052015043752_70022966,No
2233307,Samsung,WF42H52**A*,,8.87E+11,Front Load,,Residential,4.2,2.6,1.84,115,3.3,4.7,4050,No,,,,No,,4/1/2015,2/16/2015,"United States, Canada",ES_1023593_WF42H52**A*_02052015043752_70022966,No
2233306,Samsung,WF42H54**A*,,8.87E+11,Front Load,,Residential,4.2,2.6,1.84,115,3.3,4.7,4050,No,,,,No,,4/1/2015,2/16/2015,"United States, Canada",ES_1023593_WF42H54**A*_02052015043752_70022966,No
2233305,Samsung,WF42H55**A*,,8.87E+11,Front Load,,Residential,4.2,2.6,1.84,115,3.3,4.7,4050,No,,,,No,,4/1/2015,2/16/2015,"United States, Canada",ES_1023593_WF42H55**A*_02052015043752_70022966,No
2233304,Samsung,WF42H56**A*,,8.87E+11,Front Load,,Residential,4.2,2.6,1.84,115,3.3,4.7,4050,No,,,,No,,4/1/2015,2/16/2015,"United States, Canada",ES_1023593_WF42H56**A*_02052015043752_70022966,No
2233303,Samsung,WF42H57**A*,,8.87E+11,Front Load,,Residential,4.2,2.6,1.84,115,3.3,4.7,4050,No,,,,No,,4/1/2015,2/16/2015,"United States, Canada",ES_1023593_WF42H57**A*_02052015043752_70022966,No
2233312,Samsung,WF457A*GS**,,36725570566,Front Load,,Residential,4.5,2.4,1.84,148,3,4.7,3956,No,,,,No,,4/1/2015,2/16/2015,"United States, Canada",ES_1023593_WF457A*GS**_02052015043752_70022966,No
2233309,Samsung,WF45H61**A*,,8.87E+11,Front Load,,Residential,4.5,2.76,1.84,118,3.2,4.7,4220,No,,,,No,,4/1/2015,2/16/2015,"United States, Canada",ES_1023593_WF45H61**A*_02052015043752_70022966,Yes
2233310,Samsung,WF45H63**A*,,8.87E+11,Front Load,,Residential,4.5,2.8,1.84,110,3,4.7,3956,No,,,,No,,4/1/2015,2/16/2015,"United States, Canada",ES_1023593_WF45H63**A*_02052015043752_70022966,Yes
2256900,Samsung,WF45K62**A*,,8.87E+11,Front Load,,Residential,4.5,2.92,1.84,75,2.9,4.7,3850,No,,,,No,,2/7/2016,1/13/2016,"United States, Canada",ES_1023593_WF45K62**A*_01122016034419_70059700,Yes
2256901,Samsung,WF45K65**A*,,8.87E+11,Front Load,,Residential,4.5,2.8,1.84,100,3,4.7,3983,No,,,,No,,2/7/2016,1/13/2016,"United States, Canada",ES_1023593_WF45K65**A*_01122016034419_70059700,Yes
2284807,Samsung,WF45M51**A*,,8.87E+11,Front Load,,Residential,4.5,3,1.84,80,2.9,4.7,3850,No,,,,No,,1/1/2017,11/23/2016,"United States, Canada",ES_1023593_WF45M51**A*_11242016052047_70108499,Yes
2284808,Samsung,WF45M55**A*,,8.87E+11,Front Load,,Residential,4.5,2.92,1.84,105,2.9,4.7,3850,No,,,,No,,1/1/2017,11/23/2016,"United States, Canada",ES_1023593_WF45M55**A*_11242016052047_70108499,Yes
2257296,Samsung,WF50K75**A*,,8.87E+11,Front Load,,Residential,5,2.92,1.84,105,2.9,4.7,4278,No,,,,No,,2/14/2016,1/25/2016,"United States, Canada",ES_1023593_WF50K75**A*_01252016122620_70060491,Yes
2233311,Samsung,WF56H91**A*,,8.87E+11,Front Load,,Residential,5.6,3.1,1.84,135,2.7,4.7,4429,No,,,,No,,4/1/2015,2/16/2015,"United States, Canada",ES_1023593_WF56H91**A*_02052015043752_70022966,Yes
2220205,Samsung,WF56H91**C*,,8.87E+11,Front Load,,Residential,5.6,2.8,1.84,130,2.8,4.7,4593,No,,,,No,,10/15/2014,9/25/2014,"United States, Canada",ES_1023593_WF56H91**C*_09252014103704_2766289,Yes
2300867,Samsung,WV55M96**A***,,8.87E+11,Front Load,"Anti-Wrinkle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle,Supplementary Wash System",Residential,4.5,2.92,1.84,105,2.9,4.7,3850,No,,,,No,,1/23/2017,5/26/2017,"United States, Canada",ES_1023593_WV55M96**A***_07192017085024_70137562,Yes
2289075,Samsung,WV55M96**A*-L,,8.87E+11,Front Load,,Residential,4.5,2.92,1.84,105,2.9,4.7,3850,No,,,,,,1/20/2017,1/17/2017,"United States, Canada",ES_1023593_WV55M96**A*-L_01202017051138_70117706,Yes
2300868,Samsung,WV60M99**A***,,8.87E+11,Front Load,"Anti-Wrinkle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle,Supplementary Wash System",Residential,5,2.92,1.84,105,2.9,4.7,4278,No,,,,No,,1/23/2017,5/26/2017,"United States, Canada",ES_1023593_WV60M99**A***_07192017085024_70137562,Yes
2289076,Samsung,WV60M99**A*-L,,8.87E+11,Front Load,,Residential,5,2.92,1.84,105,2.9,4.7,4278,No,,,,,,1/20/2017,1/17/2017,"United States, Canada",ES_1023593_WV60M99**A*-L_01202017051138_70117706,Yes
2254239,Samsung,WW22K680*A*,,8.87E+11,Front Load,,Residential,2.2,2.25,1.84,90,4,4.7,2596,No,,,,No,,12/20/2015,11/30/2015,"United States, Canada",ES_1023593_WW22K680*A*_11252015041931_70054673,No
2216967,Speed Queen,AFN50RSP113+,,1,Front Load,Delayed Start,Residential,3.4,2.38,1.84,68,3.7,4.7,3733,No,,,,No,,7/24/2014,7/30/2014,United States,ES_0087091_AFN50RSP113+_08012014052210_2751396,No
