ES_ID,Brand_Name,Model_Number,Additional_Model_Information,Cooling_Capacity_BTUperHour,Type,Reverse_Cycle,Casement_Window,Energy_Efficiency_Ratio,Combined_Energy_Efficiency_Ratio,Date_Available,Date_Certified,Markets,CB_Model_Identifier
2284557,GREE,GJC12BR-A3NRNF2C,",G17-12ESCWAC,; ,G17-12ESHWAC,; ,GJC12BR-A3NRNC5C,; ,GJC12BR-A3NRND2C,; ,GJC12BR-A3NRNE2C,; ,GJC12BR-A3NRNG2C,; ,GJC12BR-A3NRNH1C,; ,GJC12BR-A3NRNH2C,; ,GJC12BR-A3NRNJ1C,",12100,Window,No,None,,12,11/15/2016,11/20/2016,"United States, Canada",ES_1105164_GJC12BR-A3NRNF2C_11212016075850_5130816
2283775,GREE,GJC12BR-A3NRNJ1A,,12000,Window,No,None,,12,11/1/2016,11/11/2016,"United States, Canada",ES_1105164_GJC12BR-A3NRNJ1A_11142016075336_0016205
2253515,GREE,GJC14BY-A3NRNF2A,",G17-14ESCWAC1,; ,GJC14BY-A3NRNC5A,; ,GJC14BY-A3NRND2A,; ,GJC14BY-A3NRNG2A,",14300,Window,No,None,,11.8,11/15/2015,11/24/2015,"United States, Canada",ES_1105164_GJC14BY-A3NRNF2A_11252015043954_6394682
2281411,GREE,GJC14BY-A3NRNF2B,",G17-14ESCWAC,; ,GJC14BY-A3NRNC5C,; ,GJC14BY-A3NRND2B,; ,GJC14BY-A3NRNE2C,; ,GJC14BY-A3NRNE3B,; ,GJC14BY-A3NRNG2B,; ,GJC14BY-A3NRNH1A,",14300,Window,No,None,,11.8,10/1/2016,10/13/2016,"United States, Canada",ES_1105164_GJC14BY-A3NRNF2B_10132016094625_1985062
2306338,GREE,GJC15BY-A3NRNH2A,,15000,Window,No,None,,11.8,11/1/2017,11/13/2017,"United States, Canada",ES_1105164_GJC15BY-A3NRNH2A_11132017124717_7237470
2253512,GREE,GJC18BY-D3NRNE2A,",GJC18BY-D3NRNC5A,; ,GJC18BY-D3NRND2A,; ,GJC18BY-D3NRNF2A,; ,GJC18BY-D3NRNG2A,; Room Air Conditioner,GJC18BY-D3NRNE2A,",18000,Window,No,None,,11.8,11/15/2015,11/24/2015,"United States, Canada",ES_1105164_GJC18BY-D3NRNE2A_11252015044022_6422379
2281408,GREE,GJC18BY-D3NRNE2B,",GJC18BY-D3NRNC5B,; ,GJC18BY-D3NRND2B,; ,GJC18BY-D3NRNE2C,; ,GJC18BY-D3NRNE3B,; ,GJC18BY-D3NRNF2B,; ,GJC18BY-D3NRNG2B,; ,GJC18BY-D3NRNH1A,; ,GJC18BY-D3NRNH2B,",18000,Window,No,None,,11.8,10/1/2016,10/13/2016,"United States, Canada",ES_1105164_GJC18BY-D3NRNE2B_10132016094641_2001379
2306770,GREE,GJC22BN-D3NRNH2N,,22000,Window,No,None,,10.3,11/15/2017,11/23/2017,"United States, Canada",ES_1105164_GJC22BN-D3NRNH2N_11242017051646_0606919
2252841,GREE,GJC24BN-D3NRNE2L,",GJC24BN-D3NRNC5L,; ,GJC24BN-D3NRND2L,; ,GJC24BN-D3NRNF2L,; ,GJC24BN-D3NRNG2L,; Room Air Conditioner,GJC24BN-D3NRNE2L,",24000,Window,No,None,,10.3,11/15/2015,11/5/2015,"United States, Canada",ES_1105164_GJC24BN-D3NRNE2L_11062015060154_9714547
2284558,GREE,GJC24BN-D3NRNF2M,",GJC24BN-D3NRNC5M,; ,GJC24BN-D3NRND2M,; ,GJC24BN-D3NRNE2M,; ,GJC24BN-D3NRNE3M,; ,GJC24BN-D3NRNG2M,; ,GJC24BN-D3NRNH1A,",24000,Window,No,None,,10.3,11/20/2016,11/20/2016,"United States, Canada",ES_1105164_GJC24BN-D3NRNF2M_11212016075903_5143417
2306772,GREE,GJC25BN-D3NRNH2N,,25000,Window,No,None,,10.3,11/15/2017,11/23/2017,"United States, Canada",ES_1105164_GJC25BN-D3NRNH2N_11242017051735_0655788
2253959,Haier,ESA405R,"Room Air Condirioner,ESA405R,; Room Air Condirioner,ESA405R-L,",5400,Window,No,None,,12.1,11/30/2015,11/30/2015,"United States, Canada",ES_31566_ESA405R_11302015091631_4991171
2252840,Haier,ESA406R,"Room Air Condirioner,ESA406R,; Room Air Condirioner,ESA406R-E,; Room Air Condirioner,ESA406R-L,; Room Air Condirioner,ESA406R-T,",6000,Window,No,None,,12.1,10/30/2015,10/16/2015,"United States, Canada",ES_31566_ESA406R_10272015061212_6332592
2256387,Haier,ESA408R,",ESA408R-E,; ,ESA408R-L,; ,ESA408R-T,; Room Air Condirioner,ESA408R,",8000,Window,No,None,,12,12/15/2015,1/8/2016,"United States, Canada",ES_31566_ESA408R_01112016082416_0656495
2257817,Haier,ESA410R,",ESA410R-L,; Room Air Condirioner,ESA410R,",10000,Window,No,None,,12,1/31/2016,2/3/2016,"United States, Canada",ES_31566_ESA410R_02042016074941_2181660
2257816,Haier,ESA412R,",ESA412R-L,; Room Air Condirioner,ESA412R,",12000,Window,No,None,,12,1/1/2016,2/2/2016,"United States, Canada",ES_31566_ESA412R_02042016074953_2193163
2264446,Haier,ESAQ406R,",ESAQ406T, ESAQ406T-H,",6000,Window,No,None,,12.1,4/1/2016,4/18/2016,"United States, Canada",ES_31566_ESAQ406R_04192016110049_3649188
2263820,IMPECCA,ITAC08-KS21,,8000,Through the Wall,No,None,,10.6,4/1/2016,4/6/2016,"United States, Canada",ES_1128884_ITAC08-KS21_04082016082408_3848684
2263816,IMPECCA,ITAC10-KSA21,,10000,Through the Wall,No,None,,10.6,4/1/2016,4/6/2016,"United States, Canada",ES_1128884_ITAC10-KSA21_04082016082433_3873065
2263817,IMPECCA,ITAC10-KSB21,,10000,Through the Wall,No,None,,10.6,4/1/2016,4/6/2016,"United States, Canada",ES_1128884_ITAC10-KSB21_04082016082450_3890016
2263818,IMPECCA,ITAC12-KSA21,,12000,Through the Wall,No,None,,10.5,4/1/2016,4/6/2016,"United States, Canada",ES_1128884_ITAC12-KSA21_04082016082516_3916844
2263819,IMPECCA,ITAC12-KSB21,,12000,Through the Wall,No,None,,10.5,4/1/2016,4/6/2016,"United States, Canada",ES_1128884_ITAC12-KSB21_04082016082534_3934309
2293298,IMPECCA,IWA06-KS30,,6000,Window,No,None,,12.1,3/27/2017,3/27/2017,"United States, Canada",ES_1128884_IWA06-KS30_03292017070511_1111516
2293309,IMPECCA,IWA08-KS30,,8000,Window,No,None,,12,3/27/2017,3/27/2017,"United States, Canada",ES_1128884_IWA08-KS30_03292017070525_1125720
2293306,IMPECCA,IWA10-KS30,,10000,Window,No,None,,12,3/27/2017,3/27/2017,"United States, Canada",ES_1128884_IWA10-KS30_03292017070540_1140311
2293303,IMPECCA,IWA12-KS30,,12000,Window,No,None,,12,3/27/2017,3/27/2017,"United States, Canada",ES_1128884_IWA12-KS30_03292017070555_1155732
2293301,IMPECCA,IWA15-KS30,,15000,Window,No,None,,11.8,3/27/2017,3/27/2017,"United States, Canada",ES_1128884_IWA15-KS30_03292017070617_1177832
2293300,IMPECCA,IWA18-KS30,,18000,Window,No,None,,11.8,3/27/2017,3/27/2017,"United States, Canada",ES_1128884_IWA18-KS30_03292017070633_1193904
2293299,IMPECCA,IWA25-KS30,,25000,Window,No,None,,10.3,3/27/2017,3/27/2017,"United States, Canada",ES_1128884_IWA25-KS30_03292017070647_1207031
2253897,Kenmore,253.7706,,6000,Window,No,None,,12.1,11/19/2015,10/19/2015,"United States, Canada",ES_15649_253.77060_11202015105425_4731561
2253898,Kenmore,253.7708,,8000,Window,No,None,,12,10/19/2015,10/19/2015,"United States, Canada",ES_15649_253.77080_11202015110104_1018335
2253899,Kenmore,253.7711,,10000,Window,No,None,,12,10/19/2015,10/19/2015,"United States, Canada",ES_15649_253.77110_11202015132437_451471
2253900,Kenmore,253.7712,,12000,Window,No,None,,12,10/19/2015,10/19/2015,"United States, Canada",ES_15649_253.77120_11202015132941_3105432
2257607,Kenmore,861.10057,,6000,Window,No,None,,12.1,2/1/2016,2/1/2016,"United States, Canada",ES_15649_861.10057_02022016030033_2033313
2257606,Kenmore,861.10058,,8000,Window,No,None,,12,2/1/2016,2/1/2016,"United States, Canada",ES_15649_861.10058_02022016030311_2191561
2257604,Kenmore,861.10059,,12000,Window,No,None,,12,2/1/2016,2/1/2016,"United States, Canada",ES_15649_861.10059_02022016030347_2227663
2257605,Kenmore,861.10063,,10000,Window,No,None,,12,2/1/2016,2/1/2016,"United States, Canada",ES_15649_861.10063_02022016030913_2553684
2254532,Kenmore Elite,253.77062,,6000,Window,No,None,,12.1,11/18/2015,11/23/2015,United States,ES_15649_253.77062_11182015162341_9950219
2253901,Kenmore Elite,253.77082,,8000,Window,No,None,,12,10/29/2015,10/29/2015,"United States, Canada",ES_15649_253.77082_11202015133415_3200494
2253895,Kenmore Elite,253.77085,,8000,Through the Wall,No,None,,10.6,10/26/2015,10/26/2015,"United States, Canada",ES_15649_253.77085_11202015154158_2762567
2253896,Kenmore Elite,253.77135,,12000,Through the Wall,No,None,,10.5,10/26/2015,10/27/2015,"United States, Canada",ES_15649_253.77135_11202015155040_8536645
2253159,Kenmore Elite,253.7715,,15100,Window,No,None,,11.8,11/19/2015,10/27/2015,United States,ES_15649_253.77150_11192015171557_4422265
2253892,Kenmore Elite,253.7718,,18000,Window,No,None,,11.8,11/20/2015,10/27/2015,United States,ES_15649_253.77180_11202015152745_3094903
2253894,Kenmore Elite,253.7725,,25000,Window,No,None,,10.3,11/20/2015,10/27/2015,United States,ES_15649_253.77250_11202015153613_272790
2291094,Kenmore Elite,580.7708771,",77087,",8000,Window,No,None,,12,2/17/2017,2/16/2017,United States,ES_15649_580.7708771_02212017051850_4330637
2291093,Kenmore Elite,580.7710771,",77107,",10000,Window,No,None,,12,2/17/2017,2/16/2017,United States,ES_15649_580.7710771_02212017052246_4566184
2291092,Kenmore Elite,580.7712771,",77127,",12000,Window,No,None,,12,2/17/2017,2/16/2017,United States,ES_15649_580.7712771_02212017052321_4601317
2291091,Kenmore Elite,580.7715771,",77157,",15000,Window,No,None,,11.8,2/17/2017,2/16/2017,United States,ES_15649_580.7715771_02212017052350_4630286
2291087,Kenmore Elite,580.77187710 208V,",77187 208V,",17500,Window,No,None,,11.8,2/17/2017,2/16/2017,United States,ES_15649_580.77187710 208V_02212017052507_4707282
2291088,Kenmore Elite,580.77187710 230V,",77187 230V,",18000,Window,No,None,,11.8,2/17/2017,2/16/2017,United States,ES_15649_580.77187710 230V_02212017052622_4782555
2291089,Kenmore Elite,580.77247710 208V,",77247 208V,",24000,Window,No,None,,10.3,2/17/2017,2/16/2017,United States,ES_15649_580.77247710 208V_02212017052655_4815545
2291090,Kenmore Elite,580.77247710 230V,",77247 230V,",24500,Window,No,None,,10.3,2/17/2017,2/16/2017,United States,ES_15649_580.77247710 230V_02212017052724_4844653
2263997,Keystone,KSTAT08-1C,,8000,Through the Wall,No,None,,10.6,4/10/2016,4/12/2016,"United States, Canada",ES_1055302_KSTAT08-1C_04132016123938_1178536
2264001,Keystone,KSTAT10-1C ,,10000,Through the Wall,No,None,,10.6,4/10/2016,4/12/2016,"United States, Canada",ES_1055302_KSTAT10-1C _04132016123958_1198715
2263989,Keystone,KSTAT10-2C,,10000,Through the Wall,No,None,,10.6,4/10/2016,4/12/2016,"United States, Canada",ES_1055302_KSTAT10-2C_04132016124012_1212702
2263990,Keystone,KSTAT12-1C,,12000,Through the Wall,No,None,,10.5,4/10/2016,4/12/2016,"United States, Canada",ES_1055302_KSTAT12-1C_04132016124026_1226357
2263991,Keystone,KSTAT12-2C,,12000,Through the Wall,No,None,,10.5,4/10/2016,4/12/2016,"United States, Canada",ES_1055302_KSTAT12-2C_04132016124038_1238787
2263998,Keystone,KSTAW05C,,5000,Window,No,None,,12.1,4/10/2016,4/12/2016,"United States, Canada",ES_1055302_KSTAW05C_04132016124053_1253663
2263999,Keystone,KSTAW06C ,,6000,Window,No,None,,12.1,4/10/2016,4/12/2016,"United States, Canada",ES_1055302_KSTAW06C _04132016124107_1267478
2301056,Keystone,KSTAW08C,,8000,Window,No,None,,12,8/1/2017,8/1/2017,United States,ES_1055302_KSTAW08C_08012017100106_1666660
2301055,Keystone,KSTAW10C,,10000,Window,No,None,,12,8/1/2017,8/1/2017,United States,ES_1055302_KSTAW10C_08012017100041_1641041
2264000,Keystone,KSTAW12C,,12000,Window,No,None,,12,4/10/2016,4/12/2016,"United States, Canada",ES_1055302_KSTAW12C_04132016124120_1280958
2263350,Koldfront,WAC10002WCO,,10000,Window,No,None,,12,3/25/2016,3/27/2016,"United States, Canada",ES_1074063_WAC10002WCO_03282016073517_0517950
2263352,Koldfront,WAC12002WCO,,12000,Window,No,None,,12,3/25/2016,3/27/2016,"United States, Canada",ES_1074063_WAC12002WCO_03282016073529_0529071
2263351,Koldfront,WAC8002WCO,,8000,Window,No,None,,12,3/25/2016,3/27/2016,"United States, Canada",ES_1074063_WAC8002WCO_03282016073541_0541222
2290131,Koldfront,WTC10002WCO115V,,10000,Through the Wall,No,None,,10.6,2/3/2017,2/3/2017,"United States, Canada",ES_1074063_WTC10002WCO115V_02072017071641_1801193
2290130,Koldfront,WTC10012WCO230V,,10000,Through the Wall,No,None,,10.6,2/3/2017,2/3/2017,"United States, Canada",ES_1074063_WTC10012WCO230V_02072017071653_1813505
2290134,Koldfront,WTC12002WCO115V,,12000,Through the Wall,No,None,,10.5,2/3/2017,2/3/2017,"United States, Canada",ES_1074063_WTC12002WCO115V_02072017071704_1824736
2290133,Koldfront,WTC12012WCO230V,,12000,Through the Wall,No,None,,10.5,2/3/2017,2/3/2017,"United States, Canada",ES_1074063_WTC12012WCO230V_02072017071716_1836842
2290132,Koldfront,WTC8002WCO,,8000,Through the Wall,No,None,,10.6,2/3/2017,2/3/2017,"United States, Canada",ES_1074063_WTC8002WCO_02072017071728_1848353
2255503,Koolking,MWECK-05CRN1-BCL1,,5000,Window,No,None,,12.1,12/15/2015,12/23/2015,"United States, Canada",ES_1030337_MWECK-05CRN1-BCL1_12242015073416_2456049
2255504,Koolking,MWECK-06CRN1-BCL1,,6000,Window,No,None,,12.1,12/15/2015,12/23/2015,"United States, Canada",ES_1030337_MWECK-06CRN1-BCL1_12242015073427_2467015
2255505,Koolking,MWECK-08CRN1-BCL0,,8000,Window,No,None,,12,12/15/2015,12/23/2015,"United States, Canada",ES_1030337_MWECK-08CRN1-BCL0_12242015073439_2479905
2255506,Koolking,MWECK-10CRN1-BCL0,,10000,Window,No,None,,12,12/15/2015,12/23/2015,"United States, Canada",ES_1030337_MWECK-10CRN1-BCL0_12242015073453_2493933
2255507,Koolking,MWECK-12CRN1-BCL0,,12000,Window,No,None,,12,12/15/2015,12/23/2015,"United States, Canada",ES_1030337_MWECK-12CRN1-BCL0_12242015073507_2507239
2255508,Koolking,MWECK-15CRN1-BCK8,,15100,Window,No,None,,11.8,12/15/2015,12/23/2015,"United States, Canada",ES_1030337_MWECK-15CRN1-BCK8_12242015073520_2520408
2255509,Koolking,MWECK-18CRN1-MCK8,,18000,Window,No,None,,11.8,12/15/2015,12/23/2015,"United States, Canada",ES_1030337_MWECK-18CRN1-MCK8_12242015073535_2535101
2255510,Koolking,MWECK-25CRN1-MCJ3,,25000,Window,No,None,,10.3,12/15/2015,12/23/2015,"United States, Canada",ES_1030337_MWECK-25CRN1-MCJ3_12242015073552_2552299
2255511,Koolking,MWECW2-10CRN1-BCJ6,,10000,Through the Wall,No,None,,10.6,12/15/2015,12/23/2015,"United States, Canada",ES_1030337_MWECW2-10CRN1-BCJ6_12242015073603_2563599
2255497,Koolking,MWECW2-12CRN1-BCJ5,,12000,Through the Wall,No,None,,10.5,12/15/2015,12/23/2015,"United States, Canada",ES_1030337_MWECW2-12CRN1-BCJ5_12242015073616_2576852
2285532,Koolking,MWFUK-06CRN1-BCL1,,6000,Window,No,None,,12.1,12/2/2016,12/6/2016,"United States, Canada",ES_1129046_MWFUK-06CRN1-BCL1_12062016122139_6899745
2285531,Koolking,MWFUK-08CRN1-BCL0,,8000,Window,No,None,,12,12/2/2016,12/6/2016,"United States, Canada",ES_1129046_MWFUK-08CRN1-BCL0_12062016122153_6913099
2285530,Koolking,MWFUK-15CRN1-BCK8,,15000,Window,No,None,,11.8,12/2/2016,12/6/2016,"United States, Canada",ES_1129046_MWFUK-15CRN1-BCK8_12062016122205_6925385
2290129,Kool King,KWDUK-08CRN1-BCL0,,8000,Window,No,None,,12,2/6/2017,2/6/2017,"United States, Canada",ES_1138537_KWDUK-08CRN1-BCL0_02072017071618_1778045
2302851,KUL,KU-WAC105ES,,10000,Window,No,None,,12,8/25/2017,8/25/2017,United States,ES_1092528_KU-WAC105ES_08292017065956_9996118
2300562,KUL,KU-WAC121ESW,,12000,Window,No,None,,12,7/25/2017,7/25/2017,United States,ES_1092528_KU-WAC121ESW_07262017110711_7231188
2256388,LG,LT0816CER,,8000,Through the Wall,No,None,,10.6,12/15/2015,1/8/2016,"United States, Canada",ES_1118034_LT0816CER_01112016082445_0685803
2286972,LG,LT0816CERY7,,8000,Through the Wall,No,None,,10.6,1/30/2017,12/22/2016,"United States, Canada",ES_1118034_LT0816CERY7_12262016115038_3038854
2257823,LG,LT1016CER,,9800,Through the Wall,No,None,,10.6,1/30/2016,2/3/2016,"United States, Canada",ES_1118034_LT1016CER_02042016075045_2245653
2286970,LG,LT1016CERY7,,9800,Through the Wall,No,None,,10.6,1/30/2017,12/22/2016,"United States, Canada",ES_1118034_LT1016CERY7_12262016115052_3052055
2257821,LG,LT1036CER,,9800,Through the Wall,No,None,,10.6,1/30/2016,2/3/2016,"United States, Canada",ES_1118034_LT1036CER_02042016075058_2258018
2286966,LG,LT1036CERY7(208V),,9500,Through the Wall,No,None,,10.6,1/30/2017,12/22/2016,"United States, Canada",ES_1118034_LT1036CERY7(208V)_12262016115106_3066613
2286967,LG,LT1036CERY7(230V),,9800,Through the Wall,No,None,,10.6,1/30/2017,12/22/2016,"United States, Canada",ES_1118034_LT1036CERY7(230V)_12262016115117_3077295
2257997,LG,LT1216CER,,11800,Through the Wall,No,None,,10.5,1/30/2016,2/5/2016,"United States, Canada",ES_1118034_LT1216CER_02062016033313_9593754
2286964,LG,LT1216CERY7,,11800,Through the Wall,No,None,,10.5,1/30/2017,12/22/2016,"United States, Canada",ES_1118034_LT1216CERY7_12262016115130_3090696
2257995,LG,LT1236CER,,11800,Through the Wall,No,None,,10.5,1/30/2016,2/5/2016,"United States, Canada",ES_1118034_LT1236CER_02062016033332_9612661
2286960,LG,LT1236CERY7(208V),,11500,Through the Wall,No,None,,10.5,1/30/2017,12/22/2016,"United States, Canada",ES_1118034_LT1236CERY7(208V)_12262016115144_3104228
2286961,LG,LT1236CERY7(230V),,11800,Through the Wall,No,None,,10.5,1/30/2017,12/22/2016,"United States, Canada",ES_1118034_LT1236CERY7(230V)_12262016115158_3118725
2252991,LG,LW1016ER,",LW1016ERY7; LW1017ERSM,",10000,Window,No,None,,12,11/6/2015,11/9/2015,"United States, Canada",ES_1118034_LW1016ER_11102015060338_5418664
2252890,LG,LW1216ER,",LW1216ERY7; LW1217ERSM,",12000,Window,No,None,,12,11/6/2015,11/9/2015,"United States, Canada",ES_1118034_LW1216ER_11102015060406_5446597
2253965,LG,LW1516ER,",LW1516ERY7,",15000,Window,No,None,,11.8,11/20/2015,11/25/2015,"United States, Canada",ES_1118034_LW1516ER_11282015001915_9955042
2283558,LG,LW1816ER 208V,",LW1816ERY7 (208V),",17500,Window,No,None,,11.8,11/20/2015,11/25/2015,"United States, Canada",ES_1118034_LW1816ER 208V_11082016020129_0489885
2283559,LG,LW1816ER 230V,",LW1816ERY7 (230V),",18000,Window,No,None,,11.8,11/20/2015,11/25/2015,"United States, Canada",ES_1118034_LW1816ER 230V_11082016020145_0505208
2283560,LG,LW2516ER 208V,",LW2516ERY7 (208V),",24000,Window,No,None,,10.3,11/20/2015,11/25/2015,"United States, Canada",ES_1118034_LW2516ER 208V_11082016020201_0521170
2283561,LG,LW2516ER 230V,",LW2516ERY7 (230V),",24500,Window,No,None,,10.3,11/20/2015,11/25/2015,"United States, Canada",ES_1118034_LW2516ER 230V_11082016020214_0534482
2253967,LG,LW8016ER,",LW8016ERY7; LW8017ERSM,",8000,Window,No,None,,12,11/20/2015,11/25/2015,"United States, Canada",ES_1118034_LW8016ER_11282015002243_0163916
2290126,Midea,AKW10CW71,,10000,Window,No,None,,12,2/6/2017,2/6/2017,"United States, Canada",ES_1138537_AKW10CW71_02072017071526_1726220
2290127,Midea,KWDUK-10CWN1-BCL0,,10000,Window,No,None,,12,2/6/2017,2/6/2017,"United States, Canada",ES_1138537_KWDUK-10CWN1-BCL0_02072017071629_1789661
2301978,Midea,MWA06CR71-A,,6000,Window,No,None,,12.1,8/9/2017,8/9/2017,United States,ES_1138537_MWA06CR71-A_08102017184603_0763338
2301979,Midea,MWA06CR71-E,,6000,Window,No,None,,12.1,8/9/2017,8/9/2017,United States,ES_1138537_MWA06CR71-E_08102017184540_0740408
2301976,Midea,MWA08CR71-A,,8000,Window,No,None,,12,8/9/2017,8/9/2017,United States,ES_1138537_MWA08CR71-A_08102017184518_0718707
2301977,Midea,MWA08CR71-E,,8000,Window,No,None,,12,8/9/2017,8/9/2017,United States,ES_1138537_MWA08CR71-E_08102017184458_0698196
2304367,Midea,MWA10CR71,,10000,Window,No,None,,12,9/28/2017,9/28/2017,United States,ES_1138537_MWA10CR71_09292017033548_6148261
2301974,Midea,MWA10CR71-A,,10000,Window,No,None,,12,8/9/2017,8/9/2017,United States,ES_1138537_MWA10CR71-A_08102017184437_0677719
2301975,Midea,MWA10CR71-E,,10000,Window,No,None,,12,8/9/2017,8/9/2017,United States,ES_1138537_MWA10CR71-E_08102017184417_0657801
2304365,Midea,MWA12CR71,,12000,Window,No,None,,12,9/28/2017,9/28/2017,United States,ES_1138537_MWA12CR71_09292017033600_6160859
2301972,Midea,MWA12CR71-A,,12000,Window,No,None,,12,8/9/2017,8/9/2017,United States,ES_1138537_MWA12CR71-A_08102017184355_0635095
2301973,Midea,MWA12CR71-E,,12000,Window,No,None,,12,8/9/2017,8/9/2017,United States,ES_1138537_MWA12CR71-E_08102017184330_0610917
2304369,Midea,MWB08CW71,,8000,Window,No,None,,12,9/28/2017,9/28/2017,United States,ES_1138537_MWB08CW71_09292017033612_6172434
2304368,Midea,MWB10CW71,,10000,Window,No,None,,12,9/28/2017,9/28/2017,United States,ES_1138537_MWB10CW71_09292017033624_6184471
2304366,Midea,MWB12CW71,,12000,Window,No,None,,12,9/28/2017,9/28/2017,United States,ES_1138537_MWB12CW71_09292017033635_6195673
2251608,Midea,MWEUK-06CRN1-BCL1,",MWECK-06CRN1-BCL1,",6000,Window,No,None,,12.1,10/19/2015,11/2/2015,United States,ES_1030337_MWEUK-06CRN1-BCL1_10292015103214_5085718
2251609,Midea,MWEUK-08CRN1-BCL0,",MWECK-08CRN1-BCL0,",8000,Window,No,None,,12,10/19/2015,11/2/2015,United States,ES_1030337_MWEUK-08CRN1-BCL0_10292015111914_6067621
2251611,Midea,MWEUK-12CRN1-BCL0,",MWECK-12CRN1-BCL0,",12000,Window,No,None,,12,10/19/2015,11/2/2015,United States,ES_1030337_MWEUK-12CRN1-BCL0_10292015112918_2187921
2286458,Midea,MWFUK-06CRN1-BCL1,,6000,Window,No,None,,12.1,12/1/2016,12/16/2016,"United States, Canada",ES_1138537_MWFUK-06CRN1-BCL1_12192016123008_0608897
2286459,Midea,MWFUK-08CRN1-BCL0,,8000,Window,No,None,,12,12/1/2016,12/16/2016,"United States, Canada",ES_1138537_MWFUK-08CRN1-BCL0_12192016123020_0620742
2286460,Midea,MWFUK-15CRN1-BCK8,,15100,Window,No,None,,11.8,12/1/2016,12/16/2016,"United States, Canada",ES_1138537_MWFUK-15CRN1-BCK8_12192016123035_0635878
2253141,Noma,043-5232-6,,5000,Window,No,None,,12.1,11/15/2015,11/20/2015,Canada,ES_1025242_043-5232-6_11202015232957_2197191
2253142,Noma,043-5238-4,,6000,Window,No,None,,12.1,11/15/2015,11/20/2015,Canada,ES_1025242_043-5238-4_11202015233017_2217967
2283684,Noma,043-5238-4,,6000,Window,No,None,,12.1,11/10/2016,11/10/2016,"United States, Canada",ES_1025242_043-5238-4_11102016074033_3633769
2253144,Noma,043-5240-6,,8000,Window,No,None,,12,11/15/2015,11/20/2015,Canada,ES_1025242_043-5240-6_11202015233328_2408375
2283685,Noma,043-5240-6,,8000,Window,No,None,,12,11/10/2016,11/10/2016,"United States, Canada",ES_1025242_043-5240-6_11102016074055_3655588
2253143,Noma,043-5242-2,,8000,Window,No,Casement-slider,,11.4,11/15/2015,11/20/2015,Canada,ES_1025242_043-5242-2_11202015233358_2438063
2253147,Noma,043-5243-0,,10000,Window,No,None,,12,11/15/2015,11/20/2015,Canada,ES_1025242_043-5243-0_11202015233428_2468205
2253150,Noma,043-5244-8,,12000,Window,No,None,,12,11/15/2015,11/20/2015,Canada,ES_1025242_043-5244-8_11202015233457_2497623
2285160,Ocean Breeze,OBZ-10ESN,,10000,Window,No,None,,12,11/14/2016,11/14/2016,"United States, Canada",ES_1125950_OBZ-10ESN_12022016022222_5342844
2285897,Ocean Breeze,OBZ-12ESN,,12000,Window,No,None,,12,11/14/2016,11/14/2016,"United States, Canada",ES_1125950_OBZ-12ESN_12122016062453_3893204
2283661,OLMO,OW-08AC115V5SC,,8000,Through the Wall,No,None,,10.6,12/15/2015,12/24/2015,"United States, Canada",ES_1132968_OW-08AC115V5SC_12252015031411_3251471
2283662,OLMO,OW-12AC115V5SC,,12000,Through the Wall,No,None,,10.5,12/15/2015,12/24/2015,"United States, Canada",ES_1132968_OW-12AC115V5SC_12252015031512_3312544
2283663,OLMO,OW-12AC230V5SC,,12000,Through the Wall,No,None,,10.5,12/15/2015,12/24/2015,"United States, Canada",ES_1132968_OW-12AC230V5SC_12252015031531_3331205
2269826,Perfect aire,4FPC10000,,10000,Window,No,None,,12,6/10/2016,6/15/2016,"United States, Canada",ES_1121980_4FPC10000_06162016070840_0920558
2269825,Perfect aire,4FPC12000,,12000,Window,No,None,,12,6/10/2016,6/15/2016,"United States, Canada",ES_1121980_4FPC12000_06162016070853_0933461
2255392,Perfect aire,4PAC10000,,10000,Window,No,None,,12,12/15/2015,12/23/2015,"United States, Canada",ES_1121980_4PAC10000_12232015074909_6949404
2255393,Perfect aire,4PAC12000,,12000,Window,No,None,,12,12/15/2015,12/23/2015,"United States, Canada",ES_1121980_4PAC12000_12232015074922_6962271
2255394,Perfect aire,4PAC15000,,15100,Window,No,None,,11.8,12/15/2015,12/23/2015,"United States, Canada",ES_1121980_4PAC15000_12232015074934_6974251
2255396,Perfect aire,4PAC18000,,18000,Window,No,None,,11.8,12/15/2015,12/23/2015,"United States, Canada",ES_1121980_4PAC18000_12232015074946_6986081
2255397,Perfect aire,4PAC25000,,25000,Window,No,None,,10.3,12/15/2015,12/23/2015,"United States, Canada",ES_1121980_4PAC25000_12232015074958_6998564
2255387,Perfect aire,4PAC5000,,5000,Window,No,None,,12.1,12/15/2015,12/23/2015,"United States, Canada",ES_1121980_4PAC5000_12232015075024_7024216
2255388,Perfect aire,4PAC6000,,6000,Window,No,None,,12.1,12/15/2015,12/23/2015,"United States, Canada",ES_1121980_4PAC6000_12232015075036_7036860
2255390,Perfect aire,4PAC8000,,8000,Window,No,None,,12,12/15/2015,12/23/2015,"United States, Canada",ES_1121980_4PAC8000_12232015075049_7049800
2255395,Perfect aire,4PATW10000,,10000,Through the Wall,No,None,,10.6,12/15/2015,12/23/2015,"United States, Canada",ES_1121980_4PATW10000_12232015075103_7063492
